gameId,gameVersion,gameDuration,blueWins,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueKills,blueDeaths,blueDragons,blueHeralds,blueVoidgrubs,blueTowersDestroyed,blueGoldDiff,blueExperienceDiff,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redKills,redDeaths,redDragons,redHeralds,redVoidgrubs,redTowersDestroyed,redGoldDiff,redExperienceDiff,crawled_at,blueBans,redBans,blueTop,blueJungle,blueMid,blueAdc,blueSupport,redTop,redJungle,redMid,redAdc,redSupport,server
VN2_1579978664,16.18.817.5716,1470,0,19609,20236,247,80,11,7,0,0,2,0,1078,630,18531,19606,240,78,7,11,1,0,1,0,-1078,-630,2026-09-19 16:22:40,"Locke, Lee Sin, Bard, Kindred","Yasuo, Aurora, Shaco, Yuumi",Malphite,Evelynn,Zoe,Yunara,Lulu,Sylas,Qiyana,Katarina,Lucian,Thresh,VN2
VN2_1575543810,16.17.810.4348,1583,0,15847,20305,243,88,1,4,0,0,3,0,-1716,-509,17563,20814,280,80,4,1,1,0,0,0,1716,509,2026-09-19 16:22:43,"Lee Sin, Yuumi, Aatrox","Locke, Qiyana, Yuumi, Pyke, Heimerdinger",RekSai,Viego,Corki,Xerath,Nami,Ambessa,Zyra,Viktor,Aphelios,Lulu,VN2
VN2_1583101131,16.18.817.5716,1345,1,19531,21031,268,74,9,4,0,0,3,0,2786,855,16745,20176,261,68,4,9,1,0,0,0,-2786,-855,2026-09-19 16:22:47,"Cho'Gath, Lee Sin, Soraka, Jayce","Kindred, Tryndamere, Braum, Sylas, LeBlanc",Singed,Evelynn,Ahri,Lucian,Rakan,Aatrox,Viego,Orianna,Ezreal,Alistar,VN2
VN2_1575505099,16.17.810.4348,1749,1,18409,18793,262,64,7,6,1,0,0,0,245,194,18164,18599,247,62,6,7,0,0,3,0,-245,-194,2026-09-19 16:22:52,"Talon, Ambessa, Pyke, LeBlanc","Graves, Zed, Ezreal, Jax, Pyke",Chogath,LeeSin,Viktor,Kaisa,Leona,Yone,Nidalee,Galio,AurelionSol,Janna,VN2
VN2_1582955009,16.18.817.5716,923,0,16900,19083,240,66,4,9,0,0,3,0,-2340,-1885,19240,20968,293,64,9,4,1,0,0,0,2340,1885,2026-09-19 16:22:55,"Zoe, Qiyana, Locke, Sylas","Lee Sin, Gnar, Pyke, Nidalee",Pantheon,Naafiri,Corki,Yunara,Alistar,KSante,Evelynn,Ryze,Lucian,Milio,VN2
VN2_1573421471,16.17.810.4348,1779,0,16273,18682,236,70,4,7,1,0,1,0,-2727,-1656,19000,20338,288,59,7,4,0,0,2,0,2727,1656,2026-09-19 16:22:59,"Bard, Blitzcrank, Aatrox, Qiyana","Lee Sin, Cho'Gath, Caitlyn, Qiyana, Morgana",Urgot,Nidalee,Locke,Lucian,Alistar,Kennen,Viego,Cassiopeia,Aphelios,Thresh,VN2
VN2_1582378486,16.18.817.5716,1339,1,19092,19697,244,72,9,4,1,0,3,0,3250,1716,15842,17981,213,48,4,9,0,0,0,0,-3250,-1716,2026-09-19 16:23:03,"Ezreal, Aatrox, Taliyah, Malphite","Hwei, Jhin, Jayce, Yunara, Yasuo",Swain,Talon,Galio,Tristana,Leona,Zed,Naafiri,Katarina,Kaisa,Yuumi,VN2
VN2_1580743446,16.18.817.5716,920,1,20451,21321,249,74,9,3,0,0,3,0,4115,3134,16336,18187,240,63,3,9,1,0,0,0,-4115,-3134,2026-09-19 16:23:06,"Vayne, Qiyana, Jax, Locke","Rek'Sai, Kindred, Nilah",Darius,MasterYi,TwistedFate,Yunara,Soraka,Zoe,Skarner,Zed,Aphelios,Thresh,VN2
VN2_1571577246,16.17.810.4348,1624,0,19357,17607,187,64,12,16,0,0,1,0,-1234,-1890,20591,19497,219,81,16,12,0,0,2,0,1234,1890,2026-09-19 16:23:10,"LeBlanc, Nilah, Viktor, Bel'Veth, Gnar","Olaf, Zoe, Locke, Sett, Zilean",Ambessa,Qiyana,Lux,Kaisa,Lulu,Darius,Khazix,Ekko,Lucian,Nami,VN2
VN2_1581816634,16.18.817.5716,1442,0,17790,18686,236,80,5,13,0,0,0,0,-2719,-1968,20509,20654,265,61,13,5,1,0,3,0,2719,1968,2026-09-19 16:23:13,"Sivir, Katarina, Irelia","Nautilus, Katarina, Poppy, Vel'Koz, Jax",Chogath,Shaco,Yone,Heimerdinger,Alistar,Olaf,Zac,Locke,Tristana,Rell,VN2
VN2_1576108942,16.18.815.9717,2008,0,19567,19097,227,62,11,4,0,0,1,0,3516,2010,16051,17087,215,56,4,11,0,0,2,0,-3516,-2010,2026-09-19 16:23:16,"Kindred, Karma, Viktor, Cho'Gath","Aatrox, Viktor, Yuumi, Pyke",Jayce,LeeSin,Vladimir,Jinx,Janna,Malphite,Talon,Elise,Yunara,Lulu,VN2
VN2_1577212607,16.18.816.5012,1553,1,19978,20127,260,60,11,8,0,0,3,0,1950,1849,18028,18278,215,62,8,11,1,0,0,0,-1950,-1849,2026-09-19 16:23:20,"Locke, Blitzcrank, Ambessa","Darius, LeBlanc, Locke, Poppy",Trundle,Sylas,Yasuo,Zeri,Yuumi,Pantheon,Zac,Zoe,Yunara,Lulu,VN2
VN2_1579904118,16.18.817.5716,1937,0,21143,20034,219,60,14,10,1,0,0,0,2099,1357,19044,18677,239,64,10,14,0,0,2,0,-2099,-1357,2026-09-19 16:23:24,"Twisted Fate, Viktor, Seraphine, Tryndamere, Mel","Nasus, Kayn, Leona, Zoe",KSante,Graves,Locke,Twitch,Karma,Vayne,Qiyana,Akali,Kaisa,Nami,VN2
VN2_1575699779,16.17.810.4348,2129,1,21824,22044,235,75,18,10,1,0,2,0,2858,3446,18966,18598,231,45,10,18,0,0,1,0,-2858,-3446,2026-09-19 16:23:29,"Locke, Twisted Fate, Zoe, Yunara","Cho'Gath, Syndra, Locke",Tryndamere,Shaco,Ahri,Velkoz,Braum,Akali,RekSai,Diana,Kalista,Thresh,VN2
VN2_1568616887,16.17.810.4348,1409,0,17089,19222,222,60,6,10,0,0,0,0,-3451,-2039,20540,21261,258,75,10,6,1,0,3,0,3451,2039,2026-09-19 16:23:32,"Akali, Lee Sin, Olaf","Bard, LeBlanc, Zoe, Pyke, Jax",Galio,Vi,Hwei,Jinx,Thresh,Warwick,Taliyah,Talon,Aphelios,Alistar,VN2
VN2_1583128419,16.18.817.5716,913,0,17085,18950,193,68,6,12,0,0,1,0,-3255,-1361,20340,20311,239,72,12,6,1,0,2,0,3255,1361,2026-09-19 16:23:36,"Evelynn, Aatrox, Morgana, Locke, Bard","Shaco, Heimerdinger, Katarina, Naafiri",Sett,Chogath,Yone,Kalista,Thresh,Jayce,LeeSin,Sylas,Aphelios,Alistar,VN2
VN2_1574569260,16.17.810.4348,1640,1,20829,20323,272,54,12,7,1,0,3,0,2272,752,18557,19571,250,71,7,12,0,0,0,0,-2272,-752,2026-09-19 16:23:40,"Pyke, Jayce, Locke, Karma","Vex, Yuumi, Blitzcrank, Illaoi, Evelynn",Udyr,Vi,Akali,Kaisa,Annie,Galio,Diana,Yasuo,Ezreal,Gragas,VN2
VN2_1572371898,16.17.810.4348,1847,0,17471,18452,239,66,5,10,0,0,1,0,-2062,-1837,19533,20289,246,78,10,5,1,0,1,0,2062,1837,2026-09-19 16:23:45,"Ezreal, Katarina, Mel, Heimerdinger, Malphite","Jayce, Lucian, Yuumi",Vayne,Vi,TwistedFate,Kaisa,Alistar,Singed,LeeSin,Locke,Yunara,Morgana,VN2
VN2_1583341598,16.18.817.5716,1834,0,17411,19057,257,60,7,9,0,0,0,0,-1676,-948,19087,20005,236,76,9,7,1,0,0,0,1676,948,2026-09-19 16:23:48,"LeBlanc, Thresh, Nidalee, Yone, Tryndamere","Hecarim, Rumble, Zoe, Katarina",Aatrox,Graves,Locke,Lucian,Lulu,Zaahen,Qiyana,Sylas,Kalista,Pyke,VN2
VN2_1564131592,16.17.810.4348,1673,0,20265,19738,238,66,12,13,0,0,1,0,-1318,-1907,21583,21645,276,78,13,12,1,0,2,0,1318,1907,2026-09-19 16:23:52,"Caitlyn, Vi, LeBlanc, Ambessa, Poppy","Akali, Zed, Aurora, Yuumi",Yasuo,RekSai,Locke,Zeri,Morgana,Yone,Zyra,Jayce,Jhin,Zoe,VN2
VN2_1583287887,16.18.817.5716,1834,0,16370,18437,193,80,5,11,0,0,2,0,-2752,-1069,19122,19506,241,58,11,5,1,0,1,0,2752,1069,2026-09-19 16:23:56,"Lucian, Lee Sin, Jayce, Pyke","Shaco, Kindred, Locke, Jayce, Viktor",Sett,Chogath,Leblanc,Sivir,Soraka,Ambessa,Viego,Cassiopeia,Varus,Lulu,VN2
VN2_1580675759,16.18.817.5716,1526,1,18129,20779,263,79,5,4,0,0,2,0,1742,1443,16387,19336,233,74,4,5,1,0,1,0,-1742,-1443,2026-09-19 16:23:59,"Evelynn, Nautilus, Naafiri, Malphite","Sylas, Nidalee, Rumble, Tryndamere, Xerath",Jax,Qiyana,Viktor,Jinx,Thresh,Aatrox,Chogath,Annie,Yone,Rell,VN2
VN2_1576582901,16.18.815.9717,1750,1,18893,19732,243,62,9,7,0,0,3,0,-215,142,19108,19590,260,72,7,9,1,0,0,0,215,-142,2026-09-19 16:24:03,"Viktor, Seraphine, Vayne, Zoe, Naafiri","Mel, Pyke, Locke, Lulu",Malphite,Sylas,Leblanc,Kaisa,Karma,Sion,JarvanIV,TwistedFate,Aphelios,Rakan,VN2
VN2_1577096979,16.18.816.5012,978,0,17642,19407,236,71,5,7,0,0,0,0,-666,-986,18308,20393,266,70,7,5,1,0,3,0,666,986,2026-09-19 16:24:06,"Soraka, Viktor, Yuumi, Lee Sin","Mel, Pyke, Yuumi, LeBlanc, Bel'Veth",Ornn,Kindred,Zoe,Ezreal,Seraphine,Rumble,Pantheon,Hwei,Kaisa,Thresh,VN2
VN2_1579662894,16.18.817.5716,1372,0,16841,17859,201,66,5,10,0,0,0,0,-2516,-1220,19357,19079,235,63,10,5,0,0,3,0,2516,1220,2026-09-19 16:24:10,"Talon, Lissandra, Malphite, Hecarim, Naafiri","Seraphine, Jax, Lulu, Akali, Qiyana",Vayne,Graves,Nasus,Ziggs,Hwei,Volibear,Kayn,Ekko,Jhin,Nami,VN2
VN2_1569244919,16.17.810.4348,1933,1,18529,19863,268,70,7,11,0,0,3,0,-994,620,19523,19243,232,64,11,7,1,0,0,0,994,-620,2026-09-19 16:24:13,"Viktor, Aatrox, Zilean, Lee Sin","Morgana, Lee Sin, Malzahar, Ambessa, Pyke",Rumble,Nasus,Lissandra,Zeri,Lulu,Garen,Kindred,Katarina,Zed,Leona,VN2
VN2_1581212628,16.18.817.5716,1688,0,19009,19999,254,63,8,8,0,0,0,0,-182,-215,19191,20214,257,74,8,8,1,0,3,0,182,215,2026-09-19 16:24:17,"Hecarim, Seraphine, Illaoi, Locke, Zoe","Lucian, Pyke, Bel'Veth, Graves",Camille,Taliyah,Zed,Jinx,Thresh,Akali,LeeSin,Akshan,Yunara,Lulu,VN2
VN2_1582667716,16.18.817.5716,1889,1,18284,19409,227,74,7,10,1,0,3,0,-1144,-95,19428,19504,229,52,10,7,0,0,0,0,1144,95,2026-09-19 16:24:21,"Zoe, Shaco, Kindred, Tryndamere, Sivir","Evelynn, Zoe, Talon, Yuumi, Irelia",Ambessa,Pantheon,Sylas,Mel,Bard,Chogath,LeeSin,Katarina,Yunara,Lulu,VN2
VN2_1581316098,16.18.817.5716,1594,1,21390,22546,264,78,14,5,1,0,3,0,4016,3679,17374,18867,232,80,5,14,0,0,0,0,-4016,-3679,2026-09-19 16:24:24,"Malphite, Nautilus, Bard, Kai'Sa, Ambessa","Nasus, Zilean, Kindred, Caitlyn",Renekton,Talon,Twitch,Xayah,Hwei,DrMundo,Karthus,Irelia,Samira,Alistar,VN2
VN2_1584934752,16.18.817.5716,1355,0,18336,19483,256,58,5,5,0,0,3,0,831,-843,17505,20326,259,71,5,5,0,0,0,0,-831,843,2026-09-19 16:24:28,"Graves, Caitlyn, Qiyana, Pyke","Pyke, Shaco, Xerath, Locke",Kennen,Jayce,Ziggs,Jinx,Soraka,Veigar,Kayn,Viktor,Jhin,Milio,VN2
VN2_1577724813,16.18.816.5012,1567,1,18329,20250,237,61,7,10,0,0,1,0,-1494,-622,19823,20872,267,64,10,7,1,0,2,0,1494,622,2026-09-19 16:24:31,"Gnar, Zeri, Fizz","Evelynn, Ezreal, Viktor, Kindred",Zaahen,Jayce,TwistedFate,Nilah,Taric,Irelia,Ambessa,Cassiopeia,Draven,Pyke,VN2
VN2_1579740831,16.18.817.5716,1607,1,19996,20069,243,66,11,8,0,0,3,0,550,-215,19446,20284,268,84,8,11,1,0,0,0,-550,215,2026-09-19 16:24:34,"Malphite, Ezreal, Leona, Zoe","Lee Sin, Tryndamere, Ziggs, Locke, Zed",Jax,Talon,Lux,Corki,Velkoz,Yasuo,Hecarim,Viktor,Lucian,Milio,VN2
VN2_1583260319,16.18.817.5716,1793,1,19175,20056,214,70,11,11,0,0,3,0,-970,-1451,20145,21507,273,72,11,11,0,0,0,0,970,1451,2026-09-19 16:24:38,"Qiyana, Sylas, Zed, Zoe, Jayce","Sylas, Lee Sin",Volibear,Hecarim,Locke,Kaisa,Karma,Jax,Evelynn,Yasuo,Ezreal,Neeko,VN2
VN2_1572975288,16.17.810.4348,920,0,16523,19020,241,82,3,9,1,0,3,0,-1289,336,17812,18684,229,52,9,3,0,0,0,0,1289,-336,2026-09-19 16:24:41,"Locke, Syndra, Heimerdinger, Kindred","Pantheon, Karthus, Kindred, Jayce, Cassiopeia",Renekton,Nidalee,Ahri,Yunara,Rakan,KSante,LeeSin,Aurora,Kaisa,Pyke,VN2
VN2_1580976025,16.18.817.5716,1895,1,16586,18813,219,64,5,12,0,0,0,0,-3865,-3137,20451,21950,255,81,12,5,1,0,3,0,3865,3137,2026-09-19 16:24:45,"Pyke, Graves, LeBlanc, Kindred, Jax","Pyke, Malphite, Yunara",Skarner,MasterYi,Zoe,Kaisa,Nautilus,Quinn,JarvanIV,Locke,Aphelios,Lux,VN2
VN2_1574975367,16.17.810.4348,1963,1,20614,21725,278,84,10,9,0,0,2,0,1078,2175,19536,19550,257,62,9,10,1,0,1,0,-1078,-2175,2026-09-19 16:24:48,"Qiyana, Nasus, Zoe, Locke, Graves","Katarina, LeBlanc, Zoe, Jayce, Caitlyn",Yone,Viego,TwistedFate,Velkoz,Leona,Gragas,Nidalee,Talon,Yunara,Blitzcrank,VN2
VN2_1582413636,16.18.817.5716,1698,1,20099,22686,269,84,10,7,1,0,1,1,1539,2867,18560,19819,270,56,7,10,0,0,2,0,-1539,-2867,2026-09-19 16:24:52,"Xerath, Ezreal, Jayce, Hecarim, Caitlyn","Zed, Renekton, Shyvana",Irelia,Qiyana,Galio,Zeri,Taric,Yasuo,LeeSin,Syndra,Yunara,Lulu,VN2
VN2_1583365969,16.18.817.5716,1649,1,20305,20101,217,72,16,8,1,0,3,0,1546,2873,18759,17228,203,64,8,16,0,0,0,0,-1546,-2873,2026-09-19 16:24:57,"Rumble, Kindred, Morgana, Zoe","Seraphine, Mel",Zaahen,Chogath,Sylas,Ezreal,Karma,Akali,Viego,TwistedFate,Corki,Pyke,VN2
VN2_1579197308,16.18.817.5716,2072,1,19886,18593,199,82,11,13,0,0,3,0,393,-312,19493,18905,225,48,13,11,0,0,0,0,-393,312,2026-09-19 16:25:02,"Kindred, Nasus, Lulu, Kai'Sa","Rell, Caitlyn, Zoe, Bel'Veth, Locke",Malphite,Karthus,Tristana,Twitch,Yuumi,Sylas,LeeSin,Katarina,Ashe,Soraka,VN2
VN2_1568387172,16.17.810.4348,956,1,21566,20208,250,48,18,4,1,0,0,0,4815,1856,16751,18352,225,70,4,18,0,0,3,0,-4815,-1856,2026-09-19 16:25:07,"Braum, Yasuo, Yone, Graves","Twisted Fate, Naafiri, Locke, Thresh, Lee Sin",Urgot,XinZhao,Akshan,Lux,Camille,Irelia,Jayce,Taliyah,Kaisa,Bard,VN2
VN2_1562735429,16.17.810.4348,1938,1,21034,20129,254,72,14,11,1,0,2,0,606,-219,20428,20348,275,65,11,14,0,0,1,0,-606,219,2026-09-19 16:29:11,"Syndra, Zoe, Kindred, Renekton","Lucian, Thresh, Zoe, Jayce, Naafiri",Riven,Graves,Lissandra,Kaisa,Rell,Zaahen,Nidalee,Cassiopeia,Varus,Pyke,VN2
VN2_1566524147,16.17.810.4348,1492,1,21914,18643,205,58,17,11,0,0,1,0,2105,-590,19809,19233,234,67,11,17,1,0,2,0,-2105,590,2026-09-19 16:29:15,"Malphite, Lux, Naafiri, Zoe, Amumu","Zoe, Caitlyn, Ezreal, Graves, Jayce",Jax,LeeSin,Sylas,Kalista,Elise,Kennen,Nidalee,Qiyana,Kaisa,Shen,VN2
VN2_1574529988,16.17.810.4348,2267,0,15922,19470,246,69,3,8,0,0,1,0,-3371,-783,19293,20253,280,56,8,3,0,0,2,0,3371,783,2026-09-19 16:29:19,"Ezreal, Blitzcrank, Locke, Graves","Qiyana, Ambessa, Lucian, Lissandra",KSante,RekSai,Galio,Kaisa,Shen,Vayne,MonkeyKing,TwistedFate,Xayah,Camille,VN2
VN2_1579462310,16.18.817.5716,1768,1,18028,20781,250,78,8,5,1,0,1,0,374,407,17654,20374,265,63,5,8,0,0,2,0,-374,-407,2026-09-19 16:29:23,"Seraphine, Zoe, Graves, Malphite","Xerath, Volibear, Naafiri, Pyke",Smolder,Chogath,Gwen,Kaisa,Camille,Sion,LeeSin,Tristana,Lux,Nami,VN2
VN2_1579195471,16.18.817.5716,930,0,18009,18099,206,70,7,12,0,0,3,0,-3475,-944,21484,19043,252,64,12,7,1,0,0,1,3475,944,2026-09-19 16:29:26,"Zoe, Katarina, Lucian, Mel, Heimerdinger","Graves, Bard, Locke, Yuumi",Shen,Trundle,Sylas,Xayah,Pyke,Kled,Chogath,Ryze,Tristana,Soraka,VN2
